#  DisGeNET, a discovery platform for human diseases and their genes - http://disgenet.org/
#   Copyright 2010-2016 
#  
# Use is subject to the terms at http://www.disgenet.org/ds/DisGeNET/html/legal.html
# These terms include:
# 
#   1. The DisGeNET database and Knowledge discovery platform are provided to advance 
#       the knowledge about human diseases and their associated genes, 
#       and are intended to be used only for research and education. 
#
#   2. All forms of publication (e.g., web sites, research papers, databases,
#       software applications, etc.) that use or rely on DisGeNET data must cite DisGeNET.
#       Citation guidelines: http://www.disgenet.org/ds/DisGeNET/html/citation.html
# 
# 
# More information at: http://www.disgenet.org/web/DisGeNET/menu/downloads
# 
# This file corresponds to DisGeNET v4.0 (created on Jun 07 2016)
#
# If you have any further questions, please email us at support@disgenet.org
# 
diseaseId	geneId	score	geneName	description	diseaseName	sourceId	NofPmids	NofSnps
umls:C0000786	10321	0.12	CRISP3	cysteine-rich secretory protein 3	Spontaneous abortion	CTD_human	1	0
umls:C0000786	10468	0.12	FST	follistatin	Spontaneous abortion	CTD_human	1	0
umls:C0000786	1048	0.12	CEACAM5	carcinoembryonic antigen-related cell adhesion molecule 5	Spontaneous abortion	CTD_human	1	0
umls:C0000786	10561	0.12	IFI44	interferon-induced protein 44	Spontaneous abortion	CTD_human	1	0
umls:C0000786	10615	0.12	SPAG5	sperm associated antigen 5	Spontaneous abortion	CTD_human	1	0
umls:C0000786	10666	0.12	CD226	CD226 molecule	Spontaneous abortion	CTD_human	1	0
umls:C0000786	10824	0.12	DIAPH2-AS1	DIAPH2 antisense RNA 1	Spontaneous abortion	CTD_human	1	0
umls:C0000786	11009	0.12	IL24	interleukin 24	Spontaneous abortion	CTD_human	1	0
umls:C0000786	1277	0.12	COL1A1	collagen, type I, alpha 1	Spontaneous abortion	CTD_human	1	0
umls:C0000786	1278	0.12	COL1A2	collagen, type I, alpha 2	Spontaneous abortion	CTD_human	1	0
umls:C0000786	1288	0.12	COL4A6	collagen, type IV, alpha 6	Spontaneous abortion	CTD_human	1	0
umls:C0000786	1289	0.12	COL5A1	collagen, type V, alpha 1	Spontaneous abortion	CTD_human	1	0
umls:C0000786	1290	0.12	COL5A2	collagen, type V, alpha 2	Spontaneous abortion	CTD_human	1	0
umls:C0000786	1291	0.12	COL6A1	collagen, type VI, alpha 1	Spontaneous abortion	CTD_human	1	0
umls:C0000786	1293	0.12	COL6A3	collagen, type VI, alpha 3	Spontaneous abortion	CTD_human	1	0
umls:C0000786	1298	0.12	COL9A2	collagen, type IX, alpha 2	Spontaneous abortion	CTD_human	1	0
umls:C0000786	1305	0.12	COL13A1	collagen, type XIII, alpha 1	Spontaneous abortion	CTD_human	1	0
umls:C0000786	1440	0.12	CSF3	colony stimulating factor 3 (granulocyte)	Spontaneous abortion	CTD_human	1	0
umls:C0000786	1543	0.122367031978602	CYP1A1	cytochrome P450, family 1, subfamily A, polypeptide 1	Spontaneous abortion	CTD_human	2	0
umls:C0000786	1591	0.12	CYP24A1	cytochrome P450, family 24, subfamily A, polypeptide 1	Spontaneous abortion	CTD_human	1	0
umls:C0000786	1719	0.12	DHFR	dihydrofolate reductase	Spontaneous abortion	CTD_human	1	0
umls:C0000786	1842	0.12	ECM2	extracellular matrix protein 2, female organ and adipocyte specific	Spontaneous abortion	CTD_human	1	0
umls:C0000786	185	0.122724350242467	AGTR1	angiotensin II receptor, type 1	Spontaneous abortion	CTD_human	2	0
umls:C0000786	1893	0.12	ECM1	extracellular matrix protein 1	Spontaneous abortion	CTD_human	1	0
umls:C0000786	2012	0.12	EMP1	epithelial membrane protein 1	Spontaneous abortion	CTD_human	1	0
umls:C0000786	2252	0.12	FGF7	fibroblast growth factor 7	Spontaneous abortion	CTD_human	1	0
umls:C0000786	22924	0.12	MAPRE3	microtubule-associated protein, RP/EB family, member 3	Spontaneous abortion	CTD_human	1	0
umls:C0000786	2335	0.12	FN1	fibronectin 1	Spontaneous abortion	CTD_human	1	0
umls:C0000786	23753	0.12	SDF2L1	stromal cell-derived factor 2-like 1	Spontaneous abortion	CTD_human	1	0
umls:C0000786	23767	0.12	FLRT3	fibronectin leucine rich transmembrane protein 3	Spontaneous abortion	CTD_human	1	0
umls:C0000786	251	0.12	ALPPL2	alkaline phosphatase, placental-like 2	Spontaneous abortion	CTD_human	1	0
umls:C0000786	2537	0.12	IFI6	interferon, alpha-inducible protein 6	Spontaneous abortion	CTD_human	1	0
umls:C0000786	26998	0.12	FETUB	fetuin B	Spontaneous abortion	CTD_human	1	0
umls:C0000786	27159	0.12	CHIA	chitinase, acidic	Spontaneous abortion	CTD_human	1	0
umls:C0000786	2744	0.12	GLS	glutaminase	Spontaneous abortion	CTD_human	1	0
umls:C0000786	3026	0.12	HABP2	hyaluronan binding protein 2	Spontaneous abortion	CTD_human	1	0
umls:C0000786	3292	0.12	HSD17B1	hydroxysteroid (17-beta) dehydrogenase 1	Spontaneous abortion	CTD_human	1	0
umls:C0000786	3430	0.12	IFI35	interferon-induced protein 35	Spontaneous abortion	CTD_human	1	0
umls:C0000786	3446	0.12	IFNA10	interferon, alpha 10	Spontaneous abortion	CTD_human	1	0
umls:C0000786	3479	0.122367031978602	IGF1	insulin-like growth factor 1 (somatomedin C)	Spontaneous abortion	CTD_human	2	0
umls:C0000786	348	0.122367031978602	APOE	apolipoprotein E	Spontaneous abortion	CTD_human	2	0
umls:C0000786	3481	0.122724350242467	IGF2	insulin-like growth factor 2	Spontaneous abortion	CTD_human	2	0
umls:C0000786	3484	0.12	IGFBP1	insulin-like growth factor binding protein 1	Spontaneous abortion	CTD_human	1	0
umls:C0000786	3486	0.122367031978602	IGFBP3	insulin-like growth factor binding protein 3	Spontaneous abortion	CTD_human	2	0
umls:C0000786	3489	0.12	IGFBP6	insulin-like growth factor binding protein 6	Spontaneous abortion	CTD_human	1	0
umls:C0000786	3553	0.122367031978602	IL1B	interleukin 1, beta	Spontaneous abortion	CTD_human	2	0
umls:C0000786	3568	0.12	IL5RA	interleukin 5 receptor, alpha	Spontaneous abortion	CTD_human	1	0
umls:C0000786	3569	0.124734063957204	IL6	interleukin 6	Spontaneous abortion	CTD_human	3	0
umls:C0000786	3578	0.12	IL9	interleukin 9	Spontaneous abortion	CTD_human	1	0
umls:C0000786	3589	0.12	IL11	interleukin 11	Spontaneous abortion	CTD_human	1	0
umls:C0000786	3593	0.12	IL12B	interleukin 12B	Spontaneous abortion	CTD_human	1	0
umls:C0000786	3603	0.12	IL16	interleukin 16	Spontaneous abortion	CTD_human	1	0
umls:C0000786	3623	0.12	INHA	inhibin, alpha	Spontaneous abortion	CTD_human	1	0
umls:C0000786	3627	0.12	CXCL10	chemokine (C-X-C motif) ligand 10	Spontaneous abortion	CTD_human	1	0
umls:C0000786	3691	0.12	ITGB4	integrin, beta 4	Spontaneous abortion	CTD_human	1	0
umls:C0000786	3694	0.12	ITGB6	integrin, beta 6	Spontaneous abortion	CTD_human	1	0
umls:C0000786	3717	0.12	JAK2	Janus kinase 2	Spontaneous abortion	CTD_human	1	0
umls:C0000786	3732	0.12	CD82	CD82 molecule	Spontaneous abortion	CTD_human	1	0
umls:C0000786	3910	0.12	LAMA4	laminin, alpha 4	Spontaneous abortion	CTD_human	1	0
umls:C0000786	3958	0.12	LGALS3	lectin, galactoside-binding, soluble, 3	Spontaneous abortion	CTD_human	1	0
umls:C0000786	3976	0.122367031978602	LIF	leukemia inhibitory factor	Spontaneous abortion	CTD_human	2	0
umls:C0000786	405	0.12	ARNT	aryl hydrocarbon receptor nuclear translocator	Spontaneous abortion	CTD_human	1	0
umls:C0000786	4133	0.12	MAP2	microtubule-associated protein 2	Spontaneous abortion	CTD_human	1	0
umls:C0000786	4247	0.12	MGAT2	mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	Spontaneous abortion	CTD_human	1	0
umls:C0000786	4256	0.12	MGP	matrix Gla protein	Spontaneous abortion	CTD_human	1	0
umls:C0000786	4316	0.12	MMP7	matrix metallopeptidase 7 (matrilysin, uterine)	Spontaneous abortion	CTD_human	1	0
umls:C0000786	4320	0.12	MMP11	matrix metallopeptidase 11 (stromelysin 3)	Spontaneous abortion	CTD_human	1	0
umls:C0000786	4321	0.12	MMP12	matrix metallopeptidase 12 (macrophage elastase)	Spontaneous abortion	CTD_human	1	0
umls:C0000786	4324	0.12	MMP15	matrix metallopeptidase 15 (membrane-inserted)	Spontaneous abortion	CTD_human	1	0
umls:C0000786	4327	0.12	MMP19	matrix metallopeptidase 19	Spontaneous abortion	CTD_human	1	0
umls:C0000786	4585	0.12	MUC4	mucin 4, cell surface associated	Spontaneous abortion	CTD_human	1	0
umls:C0000786	4680	0.12	CEACAM6	carcinoembryonic antigen-related cell adhesion molecule 6 (non-specific cross reacting antigen)	Spontaneous abortion	CTD_human	1	0
umls:C0000786	4684	0.12	NCAM1	neural cell adhesion molecule 1	Spontaneous abortion	CTD_human	1	0
umls:C0000786	5047	0.12	PAEP	progestagen-associated endometrial protein	Spontaneous abortion	CTD_human	1	0
umls:C0000786	51554	0.12	ACKR4	atypical chemokine receptor 4	Spontaneous abortion	CTD_human	1	0
umls:C0000786	5228	0.12	PGF	placental growth factor	Spontaneous abortion	CTD_human	1	0
umls:C0000786	53832	0.12	IL20RA	interleukin 20 receptor, alpha	Spontaneous abortion	CTD_human	1	0
umls:C0000786	56145	0.12	PCDHA3	protocadherin alpha 3	Spontaneous abortion	CTD_human	1	0
umls:C0000786	5618	0.12	PRLR	prolactin receptor	Spontaneous abortion	CTD_human	1	0
umls:C0000786	56547	0.12	MMP26	matrix metallopeptidase 26	Spontaneous abortion	CTD_human	1	0
umls:C0000786	5655	0.12	KLK10	kallikrein-related peptidase 10	Spontaneous abortion	CTD_human	1	0
umls:C0000786	56891	0.12	LGALS14	lectin, galactoside-binding, soluble, 14	Spontaneous abortion	CTD_human	1	0
umls:C0000786	5740	0.12	PTGIS	prostaglandin I2 (prostacyclin) synthase	Spontaneous abortion	CTD_human	1	0
umls:C0000786	5744	0.12	PTHLH	parathyroid hormone-like hormone	Spontaneous abortion	CTD_human	1	0
umls:C0000786	59272	0.12	ACE2	angiotensin I converting enzyme 2	Spontaneous abortion	CTD_human	1	0
umls:C0000786	5950	0.12	RBP4	retinol binding protein 4, plasma	Spontaneous abortion	CTD_human	1	0
umls:C0000786	6317	0.12	SERPINB3	serpin peptidase inhibitor, clade B (ovalbumin), member 3	Spontaneous abortion	CTD_human	1	0
umls:C0000786	6318	0.12	SERPINB4	serpin peptidase inhibitor, clade B (ovalbumin), member 4	Spontaneous abortion	CTD_human	1	0
umls:C0000786	634	0.12	CEACAM1	carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein)	Spontaneous abortion	CTD_human	1	0
umls:C0000786	6750	0.12	SST	somatostatin	Spontaneous abortion	CTD_human	1	0
umls:C0000786	7037	0.122367031978602	TFRC	transferrin receptor	Spontaneous abortion	CTD_human	2	0
umls:C0000786	7040	0.122367031978602	TGFB1	transforming growth factor, beta 1	Spontaneous abortion	CTD_human	2	0
umls:C0000786	7045	0.12	TGFBI	transforming growth factor, beta-induced, 68kDa	Spontaneous abortion	CTD_human	1	0
umls:C0000786	7046	0.12	TGFBR1	transforming growth factor, beta receptor 1	Spontaneous abortion	CTD_human	1	0
umls:C0000786	7077	0.12	TIMP2	TIMP metallopeptidase inhibitor 2	Spontaneous abortion	CTD_human	1	0
umls:C0000786	7078	0.12	TIMP3	TIMP metallopeptidase inhibitor 3	Spontaneous abortion	CTD_human	1	0
umls:C0000786	7143	0.12	TNR	tenascin R	Spontaneous abortion	CTD_human	1	0
umls:C0000786	7185	0.12	TRAF1	TNF receptor-associated factor 1	Spontaneous abortion	CTD_human	1	0
umls:C0000786	80034	0.12	CSRNP3	cysteine-serine-rich nuclear protein 3	Spontaneous abortion	CTD_human	1	0
umls:C0000786	8741	0.12	TNFSF13	tumor necrosis factor (ligand) superfamily, member 13	Spontaneous abortion	CTD_human	1	0
umls:C0000786	8743	0.12	TNFSF10	tumor necrosis factor (ligand) superfamily, member 10	Spontaneous abortion	CTD_human	1	0
umls:C0000786	8763	0.12	CD164	CD164 molecule, sialomucin	Spontaneous abortion	CTD_human	1	0
umls:C0000786	8832	0.12	CD84	CD84 molecule	Spontaneous abortion	CTD_human	1	0
umls:C0000786	924	0.12	CD7	CD7 molecule	Spontaneous abortion	CTD_human	1	0
umls:C0000786	925	0.12	CD8A	CD8a molecule	Spontaneous abortion	CTD_human	1	0
umls:C0000786	9332	0.12	CD163	CD163 molecule	Spontaneous abortion	CTD_human	1	0
umls:C0000786	968	0.12	CD68	CD68 molecule	Spontaneous abortion	CTD_human	1	0
umls:C0000786	969	0.12	CD69	CD69 molecule	Spontaneous abortion	CTD_human	1	0
umls:C0000809	2153	0.191725595885791	F5	coagulation factor V (proaccelerin, labile factor)	Abortion, Habitual	CLINVAR	28	1
umls:C0000809	50511	0.122724350242467	SYCP3	synaptonemal complex protein 3	Abortion, Habitual	CTD_human	1	0
umls:C0000821	10464	0.12	PIBF1	progesterone immunomodulatory binding factor 1	Threatened abortion	CTD_human	1	0
umls:C0000832	4522	0.124734063957204	MTHFD1	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase	Abruptio Placentae	CTD_human	2	0
umls:C0000832	4846	0.129825446178273	NOS3	nitric oxide synthase 3 (endothelial cell)	Abruptio Placentae	CTD_human	3	0
umls:C0000832	635	0.125091382221069	BHMT	betaine--homocysteine S-methyltransferase	Abruptio Placentae	CTD_human	1	0
umls:C0001080	2261	0.621035659391194	FGFR3	fibroblast growth factor receptor 3	Achondroplasia	CLINVAR,CTD_human,ORPHANET,UNIPROT	115	11
umls:C0001122	389015	0.12	SLC9A4	solute carrier family 9, subfamily A (NHE4, cation proton antiporter 4), member 4	Acidosis	CTD_human	1	0
umls:C0001125	10059	0.12	DNM1L	dynamin 1-like	Acidosis, Lactic	CTD_human	1	0
umls:C0001125	4567	0.12027144187208	TRNL1	tRNA	Acidosis, Lactic	CTD_human	2	0
umls:C0001125	50484	0.12027144187208	RRM2B	ribonucleotide reductase M2 B (TP53 inducible)	Acidosis, Lactic	CTD_human	2	0
umls:C0001125	5160	0.120814325616241	PDHA1	pyruvate dehydrogenase (lipoamide) alpha 1	Acidosis, Lactic	CTD_human	4	0
umls:C0001125	5327	0.12	PLAT	plasminogen activator, tissue	Acidosis, Lactic	CTD_human	1	0
umls:C0001126	6521	0.142337685683898	SLC4A1	solute carrier family 4 (anion exchanger), member 1 (Diego blood group)	Renal tubular acidosis	CTD_human	12	1
umls:C0001126	8671	0.128173050727402	SLC4A4	solute carrier family 4 (sodium bicarbonate cotransporter), member 4	Renal tubular acidosis	CTD_human	3	0
umls:C0001144	646023	0.12	ADORA2A-AS1	ADORA2A antisense RNA 1	Acne Vulgaris	GWASCAT	1	1
umls:C0001144	7324	0.12	UBE2E1	ubiquitin-conjugating enzyme E2E 1	Acne Vulgaris	GWASCAT	1	1
umls:C0001144	79096	0.12	C11orf49	chromosome 11 open reading frame 49	Acne Vulgaris	GWASCAT	1	1
umls:C0001175	10866	0.125005505829284	HCP5	HLA complex P5 (non-protein coding)	Acquired Immunodeficiency Syndrome	GWASCAT	2	1
umls:C0001175	117583	0.12	PARD3B	par-3 family cell polarity regulator beta	Acquired Immunodeficiency Syndrome	GWASCAT	1	1
umls:C0001175	30834	0.125005505829284	ZNRD1	zinc ribbon domain containing 1	Acquired Immunodeficiency Syndrome	GWASCAT	2	1
umls:C0001175	3439	0.12	IFNA1	interferon, alpha 1	Acquired Immunodeficiency Syndrome	CTD_human	1	0
umls:C0001175	3458	0.122367031978602	IFNG	interferon, gamma	Acquired Immunodeficiency Syndrome	CTD_human	2	0
umls:C0001175	3558	0.121085767488321	IL2	interleukin 2	Acquired Immunodeficiency Syndrome	CTD_human	5	0
umls:C0001175	6992	0.12	PPP1R11	protein phosphatase 1, regulatory (inhibitor) subunit 11	Acquired Immunodeficiency Syndrome	GWASCAT	1	1
umls:C0001175	9162	0.122367031978602	DGKI	diacylglycerol kinase, iota	Acquired Immunodeficiency Syndrome	GWASCAT	1	1
umls:C0001193	2263	0.454657861092336	FGFR2	fibroblast growth factor receptor 2	Apert syndrome	CLINVAR,ORPHANET,UNIPROT	56	5
umls:C0001197	55630	0.125991584229095	SLC39A4	solute carrier family 39 (zinc transporter), member 4	Acrodermatitis	CTD_human	9	0
umls:C0001206	2688	0.131400558627373	GH1	growth hormone 1	Acromegaly	CTD_human	49	0
umls:C0001206	2778	0.121900093104562	GNAS	GNAS complex locus	Acromegaly	CTD_human	7	0
umls:C0001206	3479	0.13486328961596	IGF1	insulin-like growth factor 1 (somatomedin C)	Acromegaly	CTD_human	41	0
umls:C0001206	83550	0.12027144187208	GPR101	G protein-coupled receptor 101	Acromegaly	ORPHANET	1	0
umls:C0001206	9049	0.123800186209124	AIP	aryl hydrocarbon receptor interacting protein	Acromegaly	ORPHANET	14	0
umls:C0001231	5443	0.124343069953285	POMC	proopiomelanocortin	ACTH Syndrome, Ectopic	CTD_human	20	0
umls:C0001349	283	0.12	ANG	angiogenin, ribonuclease, RNase A family, 5	Acute-Phase Reaction	CTD_human	1	0
umls:C0001364	5591	0.12	PRKDC	protein kinase, DNA-activated, catalytic polypeptide	Massive Hepatic Necrosis	CTD_human	1	0
umls:C0001403	23274	0.122909915722763	CLEC16A	C-type lectin domain family 16, member A	Addison Disease	CTD_human	2	0
umls:C0001403	4261	0.125005505829284	CIITA	class II, major histocompatibility complex, transactivator	Addison Disease	CTD_human	2	0
umls:C0001418	10232	0.126263026101175	MSLN	mesothelin	Adenocarcinoma	CTD_human	5	0
umls:C0001418	10266	0.12	RAMP2	receptor (G protein-coupled) activity modifying protein 2	Adenocarcinoma	CTD_human	1	0
umls:C0001418	1028	0.12	CDKN1C	cyclin-dependent kinase inhibitor 1C (p57, Kip2)	Adenocarcinoma	CTD_human	1	0
umls:C0001418	1029	0.180217452599891	CDKN2A	cyclin-dependent kinase inhibitor 2A	Adenocarcinoma	CTD_human	105	0
umls:C0001418	11186	0.137412005899796	RASSF1	Ras association (RalGDS/AF-6) domain family member 1	Adenocarcinoma	CTD_human	25	0
umls:C0001418	1152	0.12027144187208	CKB	creatine kinase, brain	Adenocarcinoma	CTD_human	2	0
umls:C0001418	143187	0.12	VTI1A	vesicle transport through interaction with t-SNAREs 1A	Adenocarcinoma	CTD_human	1	0
umls:C0001418	1490	0.123267233986628	CTGF	connective tissue growth factor	Adenocarcinoma	CTD_human	4	0
umls:C0001418	1499	0.135521844316898	CTNNB1	catenin (cadherin-associated protein), beta 1, 88kDa	Adenocarcinoma	CTD_human	15	0
umls:C0001418	1548	0.123538675858708	CYP2A6	cytochrome P450, family 2, subfamily A, polypeptide 6	Adenocarcinoma	CTD_human	4	0
umls:C0001418	1571	0.127915421552047	CYP2E1	cytochrome P450, family 2, subfamily E, polypeptide 1	Adenocarcinoma	CTD_human	7	0
umls:C0001418	1588	0.125276947701365	CYP19A1	cytochrome P450, family 19, subfamily A, polypeptide 1	Adenocarcinoma	CTD_human	4	0
umls:C0001418	1592	0.12027144187208	CYP26A1	cytochrome P450, family 26, subfamily A, polypeptide 1	Adenocarcinoma	CTD_human	1	0
umls:C0001418	1612	0.121085767488321	DAPK1	death-associated protein kinase 1	Adenocarcinoma	CTD_human	5	0
umls:C0001418	1636	0.122367031978602	ACE	angiotensin I converting enzyme	Adenocarcinoma	CTD_human	2	0
umls:C0001418	1786	0.123267233986628	DNMT1	DNA (cytosine-5-)-methyltransferase 1	Adenocarcinoma	CTD_human	3	0
umls:C0001418	1938	0.12	EEF2	eukaryotic translation elongation factor 2	Adenocarcinoma	CTD_human	1	0
umls:C0001418	1950	0.138435641214722	EGF	epidermal growth factor	Adenocarcinoma	CTD_human	28	0
umls:C0001418	1956	0.36	EGFR	epidermal growth factor receptor	Adenocarcinoma	CTD_human	600	6
umls:C0001418	2023	0.12	ENO1	enolase 1, (alpha)	Adenocarcinoma	CTD_human	1	0
umls:C0001418	2064	0.213796418692667	ERBB2	erb-b2 receptor tyrosine kinase 2	Adenocarcinoma	CTD_human	211	0
umls:C0001418	2099	0.133873330041088	ESR1	estrogen receptor 1	Adenocarcinoma	CTD_human	24	0
umls:C0001418	2100	0.141241986673913	ESR2	estrogen receptor 2 (ER beta)	Adenocarcinoma	CTD_human	14	0
umls:C0001418	2202	0.122995792114547	EFEMP1	EGF containing fibulin-like extracellular matrix protein 1	Adenocarcinoma	CTD_human	3	0
umls:C0001418	2254	0.12027144187208	FGF9	fibroblast growth factor 9	Adenocarcinoma	CTD_human	2	0
umls:C0001418	2475	0.123538675858708	MTOR	mechanistic target of rapamycin (serine/threonine kinase)	Adenocarcinoma	CTD_human	5	0
umls:C0001418	25	0.12	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	Adenocarcinoma	CTD_human	1	0
umls:C0001418	2520	0.12489588521911	GAST	gastrin	Adenocarcinoma	CTD_human	10	0
umls:C0001418	2543	0.12	GAGE1	G antigen 1	Adenocarcinoma	CTD_human	1	0
umls:C0001418	2878	0.123538675858708	GPX3	glutathione peroxidase 3 (plasma)	Adenocarcinoma	CTD_human	4	0
umls:C0001418	2886	0.12	GRB7	growth factor receptor-bound protein 7	Adenocarcinoma	CTD_human	1	0
umls:C0001418	29108	0.121357209360402	PYCARD	PYD and CARD domain containing	Adenocarcinoma	CTD_human	5	0
umls:C0001418	3206	0.120814325616241	HOXA10	homeobox A10	Adenocarcinoma	CTD_human	3	0
umls:C0001418	324	0.146022200936245	APC	adenomatous polyposis coli	Adenocarcinoma	CTD_human	50	0
umls:C0001418	3312	0.12027144187208	HSPA8	heat shock 70kDa protein 8	Adenocarcinoma	CTD_human	2	0
umls:C0001418	3329	0.120542883744161	HSPD1	heat shock 60kDa protein 1 (chaperonin)	Adenocarcinoma	CTD_human	3	0
umls:C0001418	335	0.122724350242467	APOA1	apolipoprotein A-I	Adenocarcinoma	CTD_human	2	0
umls:C0001418	3399	0.12027144187208	ID3	inhibitor of DNA binding 3, dominant negative helix-loop-helix protein	Adenocarcinoma	CTD_human	2	0
umls:C0001418	3439	0.120814325616241	IFNA1	interferon, alpha 1	Adenocarcinoma	CTD_human	4	0
umls:C0001418	348	0.12027144187208	APOE	apolipoprotein E	Adenocarcinoma	CTD_human	2	0
umls:C0001418	3553	0.151671617729852	IL1B	interleukin 1, beta	Adenocarcinoma	CTD_human	16	0
umls:C0001418	3576	0.140726728323204	CXCL8	chemokine (C-X-C motif) ligand 8	Adenocarcinoma	CTD_human	21	0
umls:C0001418	3791	0.122995792114547	KDR	kinase insert domain receptor	Adenocarcinoma	CTD_human	3	0
umls:C0001418	3845	0.309144845927698	KRAS	Kirsten rat sarcoma viral oncogene homolog	Adenocarcinoma	CTD_human	243	3
umls:C0001418	3856	0.122995792114547	KRT8	keratin 8, type II	Adenocarcinoma	CTD_human	3	0
umls:C0001418	4233	0.147495081253424	MET	MET proto-oncogene, receptor tyrosine kinase	Adenocarcinoma	CTD_human	29	0
umls:C0001418	4288	0.129530260087803	MKI67	marker of proliferation Ki-67	Adenocarcinoma	CTD_human	8	0
umls:C0001418	4297	0.12	KMT2A	lysine (K)-specific methyltransferase 2A	Adenocarcinoma	CTD_human	1	0
umls:C0001418	4323	0.121357209360402	MMP14	matrix metallopeptidase 14 (membrane-inserted)	Adenocarcinoma	CTD_human	6	0
umls:C0001418	4354	0.12	MPP1	membrane protein, palmitoylated 1, 55kDa	Adenocarcinoma	CTD_human	1	0
umls:C0001418	4583	0.126795978323672	MUC2	mucin 2, oligomeric mucus/gel-forming	Adenocarcinoma	CTD_human	17	0
umls:C0001418	4790	0.138713133433405	NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	Adenocarcinoma	CTD_human	8	0
umls:C0001418	4846	0.12	NOS3	nitric oxide synthase 3 (endothelial cell)	Adenocarcinoma	CTD_human	1	0
umls:C0001418	4878	0.12027144187208	NPPA	natriuretic peptide A	Adenocarcinoma	CTD_human	2	0
umls:C0001418	4968	0.135373835751718	OGG1	8-oxoguanine DNA glycosylase	Adenocarcinoma	CTD_human	10	2
umls:C0001418	5074	0.12	PAWR	PRKC, apoptosis, WT1, regulator	Adenocarcinoma	CTD_human	1	0
umls:C0001418	5111	0.128967513300314	PCNA	proliferating cell nuclear antigen	Adenocarcinoma	CTD_human	25	0
umls:C0001418	51196	0.122638473850682	PLCE1	phospholipase C, epsilon 1	Adenocarcinoma	CTD_human	2	1
umls:C0001418	51292	0.12	GMPR2	guanosine monophosphate reductase 2	Adenocarcinoma	CTD_human	1	0
umls:C0001418	51738	0.12	GHRL	ghrelin/obestatin prepropeptide	Adenocarcinoma	CTD_human	1	0
umls:C0001418	5223	0.12	PGAM1	phosphoglycerate mutase 1 (brain)	Adenocarcinoma	CTD_human	1	0
umls:C0001418	5241	0.122714418720803	PGR	progesterone receptor	Adenocarcinoma	CTD_human	11	0
umls:C0001418	5245	0.122724350242467	PHB	prohibitin	Adenocarcinoma	CTD_human	2	0
umls:C0001418	5265	0.12	SERPINA1	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1	Adenocarcinoma	CTD_human	1	0
umls:C0001418	5290	0.138878835870372	PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha	Adenocarcinoma	CTD_human	26	0
